class,khaiii_text
직장 내 괴롭힘 대화,자식 식판 밥 풀 무식 옛날 태어나 머슴 하 자식 오 밥맛 떨어지 맛있 들 다 먹 남 그만 먹 일 더럽 못밥 축내 사람 보이 회사 있 좋 밥 못 먹 눈치 없 법 있 무식 밥 엄청 푸 먹 걸 맞 욕하 눈치 없 얘기 알
직장 내 괴롭힘 대화,오늘 회식 마음껏 먹 횟집 시키 오징어회 먹 오징어 오징어 오징어 시키 가 오징어 친구 먹 오 수족관 있 농담 이렇 눈 동그랗 뜨 재미없 웃
갈취 대화,포켓몬 카드 좋 글치 나주 아끼 주 아빠 사 말 카드 카드랑 바꾸 싫 허접 대 맞 그냥 주 래
협박 대화,지난 여름 하 일 알 거짓말 치 남자 친구 믿 친구 믿 정말 알 연락 없 그날 대하 남자 친구 메 세지 보내 되 원하 이더리움 끌 더 올리 준비 가져오 알
갈취 대화,시은아 학원비 내 주 안 되 안 진 짜 돈 없 진짜 돈 없 비상금 있 돈 진 짜 쓰 안 되 그냥 달 갚 돈 없 이렇 지질 굴 알 알 하 앞 잘 진짜 마지막
기타 괴롭힘 대화,점장 부르 일 옷 사 옷 터지 환불 영수증 보이 빨리 그냥 고객 영수증 없 환불 어리 우 같 찢어지 옷 그냥 입 영수증 가져오 교환 환불 때 안 나가 고객
기타 괴롭힘 대화,아프 아프 해지 매애 대패 크크 이번 긋 재미있 크크 붙잡 재미없 무섭 무섭 칼 문신 만들 멋 있 칼빵 오른쪽 왼쪽 애꾸눈 싫 놓 싫 하 도망 가게
협박 대화,기장 이제 말 경로 비행 안 관제 탑 교신 하 잘못 비행 기 충돌 비행기 폭발 말 안 하 지금 비행기 폭파 말 비행 관제탑 미리 교신 여기 현 비행기 납치 비행 경로 바꾸 부탁 지금 몽골 가 빨리 전하 몽골 가 있 빠르 답변 부탁 드리 현재 몽골 크 태풍 상륙 예정 비행 어렵 하 죽 안 말 하 루트 알아보 조짐 보이 리모컨 보이 누르 비행기 공중분해 하 좀 진정 갑자기 경로 바꾸 란 명령 하 마 명령 다시 회화 죽 터뜨리 괜찮 경로 찾 가 겁 좀 기다리 오늘 비행기 승객 많 당황 시 키 면 큰일 납 제발 살리
갈취 대화,젓 말 목걸이 비싸 보이 목걸이 내놓 목걸이 선물 받 안 돈 주 살 목걸이 내놓 목걸이 말 드리 필요 없 목걸이 내놓 목걸이 정말
직장 내 괴롭힘 대화,대리 지금 자나 부장 늦 시간 일 내일 딸아이 취업 면접 보 가 정장 세탁소 안 찾 보 왜 전화 대리 집 세탁 소 가깝 니 지금 가 세탁 물 찾아오 부장 지금 가족 행사 오 조금 있 찾 가 안 되 다음 달 승진심사 엉망 되 지금 말 무시 승진 막 있 부장 안 용서 자식 두 우습 본대 치르
기타 괴롭힘 대화,달라붙 마 너 다니 왕 당해 피 하 마 친구잖 친구 그냥 보이 데리 다녀 생각 같 애랑 친구 뇌 없 만 있 많이 사 맛있 사 다 친구 웃기 그냥 돈 줄이
협박 대화,칼 내려놓 무시 선생 진정 말 좀 들 죽이 선생 이러 안 되 못 하 같 자꾸 이러 있 모두 위험 못 쓰 경찰 부르 해
협박 대화,도저히 상황 안 말씀 기간 마련 생각 무조건 이번 달 하 입 내뱉 말 잊 목숨 바치 일 하 면목 없 다 말 지키 집 함부로 놀리 되 보이 씨 발 말귀 못 알 처먹 좋 말 하 라오 정말 자꾸 비굴 굴 형 어차피 죽 말 잘 듣 빨리 가 살리 다음 주 일 있 꼭 가져오 다 다음 주 내일 준비 안 되 손가락 먼저 잘리 알
협박 대화,알바 지원 맞 이리로 오 되 따라오 알 오 알바 랑 다르 착오 있 위험 일 그냥 있 사람 감시 고 되 짓 요 사람 빨리 풀 하 겁 사람 살 맞나 그냥 하 돈 많이 챙기 아르바이트 생기 알 합 그냥 못 척 안녕히 계 세 그렇 안 눈 똑똑히 보 있 죽 정도 때리 재우 알 그냥 하 그러 돈 많이 주 땡 이러 하 이러 친구 알 오 말 오 장 소 움직이 되 안 그러 혈액 눈 콩팥 정도 필요 하 다행 죽이 하 하 살리 안 죽이 안 죽이 눈 없 죽 콩팥 없 안 죽 눈뜨 하 하 돈 많이 줄
협박 대화,쌀 쌀맞 이혼 소송 도중 연락 짐 가져가 지금 가 되 왜 이렇 재촉 입 옷 다 있 어떡하 문밖 내놓 알 가 지 가 너무 문밖 내놓 자식 앞 집 살 안 보 이제 오 딴소리 되 자식 생각 하 아빠 노릇 하 되 잠깐 이 지금 짐 이제 짐 주 집 안 보 보 없 빨리 나가 웃기 정말 가 물 잔 마시 다 마시 빨리 이대로 가 알 마지막 기회 줄 이혼 취소 칼 찔리 싫 자식 위하 다시 부부 지내 미치 하 짓 놓
직장 내 괴롭힘 대화,과장 저번 빌리 가방 내일 돌려주 있 봉이 경질 필요 빌리 기억 안 나 이러심 안 되 과장 안 안 부탁 드리 돌려주 빌리 기억 없 과장 정말 이러 겁 이렇 사람 잡 지 가 일 하
직장 내 괴롭힘 대화,부장 보 가져오 새끼 일 처리 진짜 못 하 다시 하 자꾸 실수 지 똑바로 못 반항 시위 지금 부장 제대로 하 대리 하 알 점심시간 밥 처먹 밖 없 회사 도움 안 되 더 열심히 일 새끼 자꾸 말꼬리 잡 네 그냥 닥치 가 하 대리 승진 싫 이번 심사 평가 다 받 부장 잘 하 이러 그냥 계속 대리 대리 좋 자리 가 못 보 같
협박 대화,술 가져오 어제 마시 그만 마시 술 가져오 가져오 죽 마취총 쏘 하 마취총 쏘 기절 죽이 일 왜 이 렇 하 계속 반항 진짜 죽 집 죽 알 하 같 술 가져다주 되 가지 하 가져오 왜 이렇 말대꾸 죽 애 있 말 쉽 애새끼 다 같이 죽 그만 어떻
갈취 대화,연예인 이정우 님 마약물 하 증거 입수 지금 언론 퍼뜨리 이정우 님 힘들 알 소리 알 해킹 그러 서로 서로 피곤 주 돈 많이 있 퍼뜨리 진짜 한태 이러 죄 지 그러 마약 하 마약 청정국 연예인 면 마약 하 병원 잘못 처방 받 중독 원하 알 서로 좋 좋 넘어가 입금 하
갈취 대화,안녕 친구 농구공 농구 아 보 친 한척 해 농구 가 길 목마르 음료수 마시 슈퍼 길 지 형 아들 목 마 르 네 돈 빌리 있 밖 없 센터 까 더 나오 한대 정말 거 없 나중 형아 맛있 사 줄 우유 많이 마시 키 많이 커 안녕
협박 대화,그러 분명히 가석방 하 그제 원 영감 말 많 시끄럽 잠 잡 형 죄 짓 다 같 국가 죄 꺼 새끼 같 얼른 처 죽 국가 좋 명 기 시 방 한 교 진짜 교도소 있 흔적 없이 죽이 입 달리 털 부러 오늘 잠자 때 조심 하 손모가지 사라지 후회 말 형 농담 지나 치 어뜨 형 밥 먹 때 도 조심 히 안 섞이 모르 명 짧 조심 허 아 따 빨리 조용히 잠자 모가지 틀 쓰
기타 괴롭힘 대화,아까 지켜 이상형 번호 좀 주 남자 친구 있 에이 거짓말 진짜 골키퍼 골 안 들어가 되 친구 싫
갈취 대화,돈 있 없 원 대 다 내놓 진짜 없 내일 만원 가져오 초등학생 그렇 큰돈 있 문제집 살 하 가져오 알 내일 한시 와 안 오 나중 되 알 알
협박 대화,시키 일 제대로 못 죽 죽 말 하 딸 있 이러 안 되 딸 랑 먼저 사 라질 모르 잘 하 보 이번 잘 감사
직장 내 괴롭힘 대화,물 마시 시간 있 너무 목 타 입 찬물 위아래 있 들 일찍 말 커피 타올
갈취 대화,뒤지 싫 내일 돈 들 오 드라마 못 보 깐부 잖 장 난치지 마 장난 치 보이 내일 돈 만들 오 협박 신고 신 하 학교생활 고통 하 돈 없 부모 돈 받 전단지 돌리 어떻 구해 내일 알
직장 내 괴롭힘 대화,한율 마감 좀 하 마감 아직 안 끝내 지금 신랑 앞 기다리 어쩌 조금 더 기다리 하 미안 오늘 시어머님 생신 가 보 하 늦 혼 얼른 집 가 한율 집 기다리 사람 없 마감 대신 진짜 정떨 어지 구 서로 힘들 때 돕 살 동료 안 대리 힘들 상황 보 한율 사무실 비호감 데리 놀 모르 다 싫어하 한율 안 내일 사무실 더 살벌 다니 그냥 하
갈취 대화,가족 가만두 같 제발 저 이야기 나누 구해 갑자기 돈 구하 그냥 가족 다시 못 보 지 시간 더 주 하루 밖 못 주 하루 늘 너무 모자라 가족 다시 보 싫 어떻 구하
기타 괴롭힘 대화,마스크 벗 마 눈 이쁘 하관 마기 어쩜 눈 이쁘 하관 만들 말 생기 말 심하 심하 사실 가 서 절 대 마스크 벗 마 사람 얼굴 보 도망간 살 살 얼굴 매치 안 되 얼굴 처음 보 너무
기타 괴롭힘 대화,내일 레벨 만들 시험 하 안 맞 해 집 가 게임 사진 인증
갈취 대화,운전 똑바로 하 어쩌 차 다 긁히 잖 보험사 붓르 보이 보험사 기다리 어 쩌죠 알 수리 입금 살짝 긁히 과실 완전히 있 어쩌 없
갈취 대화,오늘 집 가 돈 없 시작 이 주 갚 저번 이러 안 갚 이번 진짜 저번 진짜 하 짆 돈 없 돈 없 돈 있 진짜 없 진짜 마지막 부탁 이번 진짜 마지막 빌리 진 짜 없
기타 괴롭힘 대화,얘기 좀 하 갑자기 피곤 죽 요즘 대화 많이 없 부부 관계 많이 소홀 같 같 일 끝나 오 피곤 죽 대화 하 서로 잘 살아보 좋아하 사랑 살 말 하 이제 슬슬 생각 입 풀칠 살 벅차 죽 아이 생기 면 조금 관계 회복 하 생각 퇴근 집 오 살 뒤룩뒤룩 찌 관리 안 하 여편네 들이대 좋 말 그렇 도 집 집안일 재택 아르바이트 름 열심히 살 집 마누라 그렇 다 살 몸매 좋 얼굴 이쁘 되 피곤 자 가
기타 괴롭힘 대화,부딪히 사과 하 아이 인마 말 보 서울 오 보네 말 가시 같 함 벗기 이러 가 있 쪽 팔리 가 문 잠그 하 얼른 벗기 제발 하
협박 대화,짜증 나 하 진짜 생기 거 거슬리 갑자기 왜 러 눈앞 알짱거리 기분 나쁘 미안 다음 조 생기 비 호 감 눈 띄 마 죽이 진짜 그 끼 졸 오줌 지리 어떡하 지리 눈앞 실수 존 나 조지 얼른 지나갈 아직 안 지나가 처 맞 미 미안 얼른 꺼지 새끼 알
직장 내 괴롭힘 대화,안녕 좋 아침 박사원 커피 타주 있 커피 프림 설탕 맞 카페 가 필요 없 오늘 점심 메뉴 먹 있 회사 앞 새로 생기 돈가스 집 괜찮 어떠 박사원 부장 취향 모르 오늘 국물 진하 순댓국 당기 순댓국 좋 그렇 미리 예약 돈가스 여자 친구랑 데이트 때 먹
갈취 대화,되 이쁘 보이 선물 받 생일 선물 받 사람 받 좀 주 이 안 그냥 주 래 맞 그냥 드리 게
협박 대화,계약 하 공장 계약 하 어떡하 더 좋 제안 하 어쩌 없 아무리 약속 계약서 쓰 정도 가지 이번 넘어가 하 계약서 없 약속 믿 벌써 제품 다 만들 어떡하 그러 미리미리 준비 하 다 잘못 이 보 이렇 나오 곤란 사기죄 고소 겁 사기죄 그렇 쉽 성립 되 계약서 없 법 안 되 언론 고발 가족 건드리 이 나가 감히 가족 입 올리
갈취 대화,너무 예쁘 그 음 예쁘 같 어울리 같 그 치 어울리 같 사 없 돈 없 집 가 엄마 달 하 되 저번 용돈 받 갖 사주 말 많 때리 싫 좋 말 하 가 와 그만 때리 알
기타 괴롭힘 대화,뒤 소각장 나오 말 많 나오 나오 그냥 말 안 많이 크 한마디 더 하 안 끝나 미안 미안 오 늦 한 대 알
갈취 대화,오빠 돈 없 아침 엄마 돈 주 가 문제집 사 주 문제 집 친구 동생 얻 주 안 오빠 왜 진짜 우습 진 짜 엄마 사람 존 나 차별 돈 주 열받 돈 반 내놓 진 짜 짜증 나 다 집 부수 전
갈취 대화,이번 카메라 새로 사 응 응 다음 주 여자 친구 여행 가 하 카메라 빌리 카메라 비싸 안 되 그냥 빌리 비밀 다 말 다니 안 되 흠집 내 어쩌 친구 못 그냥 빌리 힘 뺏 안 되 되 안 주 그냥 뺏 고맙 자식 친구 개새끼
갈취 대화,이번 승마 대회 나가 말 필요 말 말 되 실장 딸 탈 제주도 나 자라 고급 말 부탁 알 회사 돈 부족 마련 되 김 대표 요즘 배 많이 부르 말실수 하 알 되 이달 부탁 알 더 필요 하 없 괜찮
갈취 대화,자 때 찍 찍 지우 싫 왜 사진 허락 없이 찍 사진 초상 있 지우 사진 찍 돈 주 지우 사진 동영 상 하 돈 주 바로바로 지우 집 돈 많 미치 부모 그러 살 알 돈 받 정도 하 있 경찰 신고 안 보내 부모 보내 돈 더 올리 전 얼른 주 끝 내
갈취 대화,줄 갑자기 왜 수학 잘 하 이 상관 알 원 만들 원 있 배 알 왜 그 늘 좋 머리 굴리 불리 돈 채우 알 열배 만들 오 안 그러 더 내일 먼지 나 맞 알
직장 내 괴롭힘 대화,오늘 시 자율 빠지 수업 보충 반 애 그러기 모르 애 학교 공지 더 느리 있 공지 안 오 미치 확인 못 하 어쩌 죠 교과서 안 가지 오 애 많 하 반 교 수학 선생 오늘 교과서 없이 수업 나가 없 안 이제 시험 라 반 똑같이 안 맞추 애 사이 불만 나오 담임 되 학교 공지 확인 안 하 다니 확인 안 공지 문자 안 오 같 누락 같 국어 선생 선생 학교 공지 담당 어제 수업 보충 공지 보내 누락 계세 없 왜 요 화학 선생 그러 아무리 공지 누락 시키 하 알 확인 애 따로 공지 받 소식 아 나 공지 안 오 수 알아보 학사 일정 자율 되 학급활 동 화학 선생 반 애 너무 시험 기간 남 어 못나 담임 두 애 그러 말 학교 관심 없 공지 안 하 애 대학 수업 듣 다 알 하 보 선생 분발 공지 안 오 손 빼놓 일부러 공지 안 보내 말씀 보 일부러 그러 같 보 보 남 핑계 찾 일부러 그러 어쩌 담임 되 내일 변동 사항 없 선생 통하 물어보
갈취 대화,하 빌리 돈 안 갚 빌리 돈 얼 만 알 알 잖 이번 못 막 신용 불량 되 그렇 손 빌리 어떡 코 로나 다 어긋나 그러 어떡 죽 이러 더 도와주 안 되 이번 알 해결 진짜 이렇 헤어지 각오 말 헤어지 감당 하 있 감당 되 핸드폰 영상 돈 안 하 팔 돈 마련 싫 잔말 말 돈
갈취 대화,아줌마 내일 안 나오 알 갑자기 못 들 용역 들어오 하 알 아줌마 사장 물어보 어떻 일 안 되 권한 밖 일 제 발요 담뱃값 찌르 주 소장 이야기 담뱃값 주 계속 일 낫 아줌마 남 아프 눕
직장 내 괴롭힘 대화,김 과장 이 리 오 부장 일 부르 하 프로젝트 따 밖 처리 못 열심히 하 하 올리 생각 있 없 시간 이틀 제대로 정리 올리 일 꼬락 하 부장 다시 정리 올리 다시 제대로 못 회사 잘 리 알 알
직장 내 괴롭힘 대화,지영 일루 바요 업무 이렇 하 문제 팀장 자자 모니터 바쁘 이렇 하 팀장 지시 만지 그렇 사람 이상 사람 만 들 시네 팀장 엉덩이 졋 자 나 요 지영 생사람 잡 지 결혼 사람 가정 충실 사람 인사 팀 신고
직장 내 괴롭힘 대화,박 과장 부장 밑 직원 고육 똑바로 관리 안 하 일 윗물 따위 아랫물 실수 직원 있 눈 지금 보고서 채택 되 다시 수정 하여튼 빨리 줍 수정 줍 줍 버 려 가치 없 없 하여튼 정신 나가 새끼 데리 팀 키우 제대로 되 쯧쯧 빨리 수정
갈취 대화,오랜만 반갑 반갑 전 돈 주 기억 생각나 오 래 전 현재 이어지 그렇 생각 없 그렇 생각 있 오늘 재회 날 기념 가방 이리 안
기타 괴롭힘 대화,손 병신 말 손 병 신 아 부르 요새 과제 날 만점 받 친구 다리병신 있 떠벌리 다니 서 해 귀찮 알 알
갈취 대화,일 오 보 얼마 있 말 있 돈 없 가방 뒤지 보 가방 만지 마 처 맞 열애 열 나오 다 가져가
기타 괴롭힘 대화,피아노 말 새끼 말귀 빨리 못 알아듣 피아노 안치 새끼 너 다리 절잖 새끼 피아노야 친구 안 놓 병신 병신 안 하 피아노 하 고마워하 새끼 친구 제발 이러 친구니 새 병신 친구 하
협박 대화,무릎 꿇 무릎 꿇 가방 돈 담 알 조금 까딱 총 쏘 경찰 경보 듣 오 더 들어오 마 들 이 인질 죽 바라 탈출 있 헬기 알 인질 풀
기타 괴롭힘 대화,왜 이리 못생기 진 짜 못생기 어이없 그렇 생기 기분 나쁘 꾸미 꾸미 더 낫 그렇 못 생기 사람 자꾸 하 좀 마
직장 내 괴롭힘 대화,따 하 보 벌써 작성 겁 부장 똑바로 쓰 오 되 중학 때 잘 쓰 다시 작성 좋 말 회사 생활 하 회사 생활 같 아주 말 닥치 빨리 다 시 써
직장 내 괴롭힘 대화,짓 같 사람 좋 짓 너무너무 순수 그대로 받아들이 감사 보 보 보 칭찬 알 번 생각 좀 하 듣 좋 직 동료 상사 이야기 때 잘못 그냥 말씀 되 어머 어머 나쁘 사람 되 요새 갑질 조심 시대 은 근 여우 지 로 유도
기타 괴롭힘 대화,음식 이리 맛 없 손 주방 말씀 드리 음식 먹 기분 안 좋 돈 못 내 손 다 드시 그러 안 되 못내 사장 사장 데 려오 사장 바쁘 지금 계시 모르 이러 돈 못 내 사장 데려오 돈 날로 받 경찰서죠 손 난동 부리 빨리 오 경찰 신고 가만히 안 밤 길 조심 경찰서 가
직장 내 괴롭힘 대화,이번 휴가 꼭 쓰 지금 회사 일 이렇 휴가 쓰 제정신 부장 아무리 아버지 제 산 작년 회사 안 오 나머지 사람 다 뒤집 쓰 알 있 부장 정말 같 이기 애 애 손해 보 후 직원 많이 도와주 부탁 드리 이번 일 휴가 쓰 하 인사평가 각오 부장 조금 생각 휴가 쓰 만년 대리 남 각오
기타 괴롭힘 대화,아래 공기 호빗 작 성철 정도 작 장애 조르 걱정 어리 못 먹 새끼랑 다니 쪽팔리 못 다니 마찬가지 팔리 미안 얘 들 잘못 음 그냥 존재 자체 잘못 집 거울 없 사 미안 괴롭히 마
갈취 대화,아저씨 담배 있 없 편의점 사 지금 삥 뜯 에 부탁 부탁 이렇 무섭 표정 하 아저씨 말귀 못 알아듣 거지 쌍 말보 레 드 어어
기타 괴롭힘 대화,여자 다리 그렇 두 껍 안 두껍 두껍 코끼리 다리 다리 그렇 두 껍 기분 나쁘 기분 나쁘 살 빼 진 짜 엉 덩 이 존 나 크 다리 존 나 두껍 여자 맞
직장 내 괴롭힘 대화,김 대 리 과장 일 김 대 리 얼굴 오늘 왜 얼굴 이상 회사 출근 김 대리 화장 안 하 오 오늘 아침 바쁘 나오 일 잘 못하 예쁘 하 회사 나오 김 대리 과장 말씀 일 못 화장 예쁘 나오 알 아침 김 대 리 얼굴 보 힘 빠지네
직장 내 괴롭힘 대화,어유 청년 공장 힘들 한잔 감사 하 커플 마시 술 마시 청년 해 여자 친구 있 하 싫 알 재밌 논
협박 대화,남자 친구 사귀 학생 공부 안 하 새끼 살 다리 확 분지르 보다 소리 먼저 사귀자 이리 오 그러 있 이리 오 머리 다 밀 머리 밀 해 머리 빡빡 깎 정신 차리 공부 하 키우 그만 좀 하 지겹 죽 자꾸 이러 엄마 약 먹 서 확 죽 알 하
직장 내 괴롭힘 대화,중요 전화 오 있 점심시간 사무실 대기 점심 하 회사 희생 저번 하 하 주변 밥 먹 사람 없 같 하 너무 심하 밥 사 하 부탁 못 같 지금 말 없 하 직원 생각 대기
기타 괴롭힘 대화,찐따 매점 가 빵 사 오 사 주 알 좋아하 사 찐따 돈 돈 돈 사 빌리 치 돈 없 알 마련 하 사 오 야 어쩌 정말 돈 없 알 하 대신 시간 빵 안 사 오 뒤지 알
직장 내 괴롭힘 대화,초등학교 안 나오 기본 오탈 못 보 서두르 서류 들 회의실 가 모양새 우습 지 알 애초 송 하 짓 하 말 서두르 야근 주말 나오 하 되 엿 먹이 본인 능력 안 사람 피하 끼치 지 말
기타 괴롭힘 대화,채영이 발표 꿈 의사 선생 안 들리 채영아 크 소리 다시 말 꿈 의사 얼굴 빨개지 목소리 안 들리 재 이상 문제 있 같 친구 놀리 채영이 친구 놀리 안 되 싫 채영이 발표 못 하
협박 대화,잘 하 하 무시 잘못 제발 만해 어떻 하 맘 알 주 대체 왜 그러 피 필요 자해 하 피 주 사랑 사랑 미치 미치 미치 사랑 미치 잘못 말 미안 자꾸 이렇 말 안 듣 죽이 박제 옆 있 말 잘 듣 미안
갈취 대화,김현 정말 돈 없 이제 그동안 주 힘들 집 부 자 잖 정도 충분히 되 그렇 생각 모르 집 생각 부자 지석 장난 아침 외제차 타 오 모르 그냥 달래 갚 무시 그렇 지금 받 돈 넘 지나가 일 꺼내 오늘 꼭 가져오 하 꼭 처맞 가져오 지석 아 제발 좀 살리 부탁 맞
기타 괴롭힘 대화,임산부 지정 좌석 안 앉 그렇 앉 못 앉 있 새파랗 어리 꼬박꼬박 말대 지금 말 다 하 다 하 어쩔 본인 자리 이러 저러 기본 에티켓 말씀 드리 아저씨 임산부 못 앉 있 사람 사정 난리 비키 하 비키 되 그렇 앉 비키 말 꺼내 되 되 비키 말 되 속
협박 대화,사장 집 사정 생기 그동안 밀리 임금 빨리 주 수금 안 못 주 사장 지금 이렇 고기 들 돈 있 주 돈 없 집 라면 먹 돈 없 정말 짜증 나 하 곳 없 받 일자리 만들 밥 먹이 고마움 생각 안 하 이렇 진상 짓 사장 시키 시 다 하 고마움 알 이제 더 이상 못 버티 아기 분유 값 없 에 밥맛 떨어지 꺼지 노동부 신고 불법 체류자 가 곳 없 받 적반하장 개새끼 노동력 갈취 얼마 협박 죽 살 이제 막장 찌르 죽 야 야 정 돈 안 주 안 주 죽 죽 얼른 말 개새끼 알 조금 더 기다리 줄 진정 진정 이렇 만들 얼른 말 지금 안 주 찌르 죽이
갈취 대화,안녕 길동 맞 맞 일 자식 데리 하 하 살리 일 장난 실제 상황 만들 오 돈 없 제발 살리 어떻 만들 사채 쓰들 대출 하 내일 안 보내 자식 죽이 어떻 마련 하 경찰 신고 생각 자식 죽 알 조금 기다리
기타 괴롭힘 대화,이렇 치 기분 나쁘 기분 나쁘 알 사과 하 짜증 나 네 장애인 조심 좀 하 다니 민폐 주 다니 정상 사람 장애인 벼슬
직장 내 괴롭힘 대화,회의실 쓰 잡 말씀 드리 기획 팀 먼저 잡 회의 언제 하 죄 일 그냥 묵히 아까 말씀 드리 좀 이따가 말 하 벙어리 입 다물 엄마 오 해결 이렇 말 팀 돌아갈 쯧 경력 없 일 책임지 해결 생각 없 아주 그냥
직장 내 괴롭힘 대화,대리 요새 편하 팀원 하루 빠짐없이 야근 휴가 반납 일 꼬박꼬박 집 들어가 보 여자 친구 생기 월급 또박또박 받 칼퇴 하 세상 편하 없 팀장 하 되 물어보 되 냐 생각 못 하 남 회사 생각 회사 생각 다 알
기타 괴롭힘 대화,살 빼라 알 하 알 하 게 덩치 거슬리 덩치 왜 왜 그러 느리 정확 괜찮 형 그 렇 형 그냥 까 그렇 말 진 짜 괜찮 또박또박 말대답 짜증 나 미 미안
갈취 대화,금 모르 보 금 전 잘 모르 그러 돈 필요 팔 내놓 금팔찌 주 안
협박 대화,소문 퍼뜨리 소리 말 안 하 죽이 소문 모 른 집 가정사 너 제대로 얘기 안 하 알 머리채 뽑 진짜 모르 진짜 모르 맞 시작 잠시 진정 얘기
협박 대화,그러 오빠 꼬 리 치 지 인스타 다 보 김 대리 여자 친구세 그 여시 같 오해 그냥 직장 동료 웃기 같 잘 알 왜 머리 놓 악 아프 머리카락 다 뽑 이제 남자 꼬리 안치 살 악 아프 오해 김 대리 부르 다 설명 와중 오빠 찾 진짜 죽
기타 괴롭힘 대화,일 오 봐 뒷담 까 지금 거짓말 이간 하 모르 뒷담 가 없 뒷담 까 다니 예전 알 진짜 성격 개판 없
협박 대화,그동안 고맙 사랑 말 이제 헤어지 말 갑자기 이제 헤어지 죽 보 죽 말 안 죽 죽 지금 협박 협박 죽
갈취 대화,고모 엄마 이모 맡기 돈 받 오 정수 오 소리 엄마 돌아가 전 고모 이름 되 통장 엄마 웃기 꼭 이름 하 당연히 아들 이름 하 맡기 문제 되 고모 지금 바쁘 도장 신분증 두 가 고모 찾 갖 줄 뇨 통장 지금 주 찾아가 웃기 엄마 맡기 문제 없이 잘 보관 정도 지분 있 고모 말 씀 이상 고모 맡 걱정 하 엄마 죽 날 대 싫 하 하여튼 절대 못 주 어머님 주 잖
직장 내 괴롭힘 대화,김 대 리 요 앞 스타 벅스 좀 다녀오 지금 부장 보 내 하 일단 가 커피 좀 사 오 마저 하 지금 하 마무리 다녀올 김 대리 말 우습 부장 말 어렵 말 우습 이 승진 점수 채점 때 지분 크 모르 바쁘 그 러 알 가 커피사 과장 카드 카드 깜빡 안가 돈 좀 사 오 승진 평가 점수 매기 사람 정돈 있 알
협박 대화,어머니 되 맞 대체 가정 교육 시키 자식 애 괴롭히 애 애 가슴 찢어지 같 집 울 말 다짜고짜 소리 잘 모르 애 애 괴롭히 그 러 귀 다시 들어오 딸 쥐 새 모르 죽이 있 알 말 씀 그렇 하 지금 하 나중 약속 잡 따로 이야기 하 하 지금 말 모르 가족 가 안 두 마을 고개 도 못 들 다니 다 조지
기타 괴롭힘 대화,야야 앞 여자 보 보 청치마 입 여자 다리 배 허 치마 진짜 엄청 짧 자신감 짧 치마 입 지 정도 다리 바지 입 길 치마 입 허 계단 올라가 안 다 보이 어떡하 시선 즐기 뚱뚱 남자 관심 못 받 저렇 하 받 지 남자 다 혐오 눈빛 치 보 같 다 애쓰 외면 남자 불쌍 야야 여자 뒤돌아보 들리 보
직장 내 괴롭힘 대화,일 처리 최선 지금 부탁 알 지금 한시 급하 다 다시 하 되 상황 다시 하 다시 하 다 지금 마감 시간 다 되 되 그만두
협박 대화,있 기분 이러 무사 같 엄마 그렇 잠자 사자 코털 건들 안 되 죽이 이미 증거 확보 발뺌 마 이제 하 하 믿 잖 처음 범인 하 분명히 말 나중 나가 바꾸 두 그전 살 곳 나가 있 하 있 죽 날 기다리 나가 밝혀내 밝혀내 전 혀 먼저 뽑
직장 내 괴롭힘 대화,정인 턴 복장 다음 안 그러 보 회사 망하 저리 사라지 꼴 보 싫
기타 괴롭힘 대화,찐따 가 빵 좀 사 오 지금 우유 같이 돈 돈 사 인마 지금 돈 없 쭈 죽 미안
협박 대화,학폭 신고 미치 오늘 경찰 연락 오 죽 맞 애 병신 경찰 이름 말 뺨 좀 맞 다 그러 친구 친구 뺨 때리 미치 그나마 양호 좋 말 빨리 취하 싫 자살 하 애 있 짜 죽이 전 씨발 칼 가져오 찌르 후회 만들 알 지질 왕따 새끼
기타 괴롭힘 대화,다 하 거 숙제 좀 바쁘 맞 왜 맞 샘 말 맞 정신 차리 미안 지금 하 숙제 담당 미안 토 달 학교 다니 싫 알 그만두
기타 괴롭힘 대화,선생 다음 주인 다 다음 주 유치원 견학 가 장소 알리 있 학부모 지금 시간 아침 일어나 유치원 가 보내 리 보내 어렵 애 담임 시간 문자 보내 안 되 있 지금 시간 너무 늦 내일 하 되 얘기 그렇 말 내일 상세 하 다시 전달 리 진짜 대충 하 유치원 애 대충 가르치 대충 보육 진짜 정성 다 하 아이 대하 자녀 마찬가지 정성 다 하 보살피 거짓말 치 말 프로 필 사진 보 유치원 선생 사진 뭡 교육자 자질 부족 요 프 로필 사진 엄연히 사 공간 사진 올리 있 애 앞 사진 보이 지금 문자 보 애 매우 걱정 되 학부모 견학 가 정보 대하 안 알리 너무 개인 영역 침해 말씀 같 생각 들 그렇 생각 말 유치원 카페 올리 겁 정보 공 유 부탁 드리 대충 얼버무리 쉽 일 프로필 사진 애 정서 맞 올리 생활 학부모님 그렇 생각 어쩌 없 분명 말 늦 시간 사생활 관심 받 필요 없 느끼 혼자 생각 그렇 편히 대충 잘 주무 시기 바라
직장 내 괴롭힘 대화,길동 아프 얼굴 죽 사람 같 죽 사람 립스틱 바르 화장 화장 모양 거래처 사람 오 사람 밥맛 떨어지
